Uniprot_ID	Gene_Name_Stringdb	3F1	3F1	3F3	3N1	3N2	3N3	1F1	1F2	1F3	1N1	1N2	1N3
Q8NSD0	manB	3963.097585	4067.834599	4356.623947	4872.0224	4618.788885	5750.696618	5607.115847	4247.6731	4209.076167	2522.720163	2799.749999	4012.104674
Q8NSD4	rmlA2	2993.089785	3825.965935	2846.554366	3401.922542	3506.911961	3968.244803	6777.640282	5034.605126	5721.209743	3693.184425	4069.628675	4442.084845
Q8NSD7	Cgl0739	212.181037	151.885423	176.2811026	264.1848039	249.9865533	152.1693998	1458.436622	1058.334226	1033.276884	847.3425368	1015.427742	928.0857311
O31139	hisF	4554.24549	4969.260842	6065.682836	3329.531719	5015.779818	5204.300505	4927.946578	3608.435834	3540.014724	1970.933086	1823.110182	1669.157449
Q8NSE8	msiK2	3170.597712	4080.121161	6726.358944	7934.833239	3654.53691	3562.845146	6466.757482	2361.145741	2834.925669	1715.760029	2467.844664	2571.176578
Q8NSE9	Cgl0727	7119.467454	8581.92056	9028.663813	7757.808966	10065.88571	9990.352408	19242.25137	14333.27171	15967.20843	14858.17151	14781.38784	15418.10183
Q8NSG1	purE	10644.67618	14677.8576	13470.42731	13983.07447	13511.87801	14126.36224	11908.92943	8273.210985	9980.158438	7761.920603	7925.507277	8639.293841
Q8NSG4	purK	908.7253241	1110.979218	2506.51496	1580.143693	2859.743926	1250.975997	3726.819601	1936.645087	2739.112181	1596.871388	712.2087864	2230.482176
P77844	eutD	204.6247279	413.6924094	390.7752528	813.0568446	569.4076371	1302.166267	1279.948699	1225.095089	1013.223144	1668.665624	1015.692757	2096.45829
Q8NSG7	dtsR1	3264.300476	4579.555348	4228.48967	4367.093284	1146.918559	4487.02737	10967.57486	7992.643094	8710.541948	7224.268078	9727.759167	9818.301232
Q8NSG8	dtsR2	26478.0105	27314.58198	24864.4333	26903.25631	31986.47764	31509.97243	53670.54209	43752.95388	50835.47331	39814.79265	34185.72835	43651.44087
Q8NSH2	Cgl0703	25521.70648	22568.629	22198.25209	23935.99052	23423.29893	21054.16929	15580.81414	5239.569964	8046.654695	8750.045836	10382.86176	11178.2946
Q8NSI4	lpdA	157.1153012	601.3789902	587.536267	228.2618719	430.694207	189.645291	10123.24668	6403.675418	7748.691061	4970.092495	4921.503143	5772.099507
Q8NSI6	pmmB	738.2224897	1124.223624	990.2493918	1052.952163	1105.979462	952.1141222	696.591986	542.8211409	599.691044	342.9266933	414.2879969	478.9509572
Q8NSI7	Cgl0685	1810.227922	2844.96778	1776.447198	2678.215573	2305.116765	3349.117911	1901.248741	1095.955041	1543.843414	866.058246	1152.07142	777.2759307
Q8NSJ0	Cgl0681	4815.223915	6292.951626	5797.758373	5752.982566	5099.425391	7045.587096	8569.382784	5885.203993	6423.792035	5385.497178	4460.856563	5782.627916
Q8NSJ3	Cgl0678	2553.387921	3866.434072	4258.242645	4219.233357	3919.816693	3749.405591	6430.437886	5103.615752	4653.110693	4209.345292	4377.601337	4701.848861
Q8NSK0	Cgl0671	1856.504839	1462.33908	824.6094657	1760.165482	671.866086	445.510116	2280.699483	2032.864831	2401.865567	2043.920849	1709.632573	3178.133497
Q8NSL8	Cgl0650	2653.636022	3592.720708	3526.220611	5158.820423	5061.54284	5826.954974	6009.227212	3735.832105	4641.202526	5336.725329	6542.960611	7537.22574
Q8NLF4	Cgl2988	9099.261599	11746.31068	11231.57551	8870.394265	8218.08159	5260.855649	27406.41529	16371.32157	16145.03956	13975.95343	6948.778064	18911.98042
Q8NSN1	Cgl0637	36066.27267	39922.62365	40719.5292	47319.28318	49347.03553	50508.73086	37338.89734	26917.81502	30011.26359	28928.49531	26540.65611	28766.23221
Q8NQ32	pepQ	1947.682357	2350.609722	3791.271074	4366.252903	3865.868863	4502.387039	4270.918852	2228.329923	3171.179613	1930.291833	930.1284477	1940.261709
Q8NRM3	xseA	475.847903	1031.692782	868.5119605	524.8610408	840.7134097	567.940176	929.8670552	296.9637128	529.6760215	206.607953	192.7841322	378.833773
Q8NSR0	Cgl0608	8838.10838	11651.25393	10303.22758	8894.837395	10332.54646	10950.68299	11043.8063	10230.34116	9768.683971	7664.411551	7071.992402	7837.321492
Q8NSR4	guaB3	5044.520935	6581.222726	6420.4679	7103.487059	6292.60081	8585.618974	8553.683069	5386.121661	7596.817808	3924.976424	3773.531517	5002.834127
Q8NSR5	guaB2	19567.78938	17836.89499	21435.94412	23486.94483	22827.46102	28537.61444	24681.05068	18296.09224	21969.1333	15302.34355	13564.80927	16120.64325
Q8NSS9	Cgl0589	1943.685495	2890.163558	2419.871605	2287.143237	2398.971796	2748.848741	3416.360783	2588.080856	3330.199495	1938.370877	2314.0678	3030.31594
Q8NST0	Cgl0587	3551.818573	5151.608829	4722.166856	2633.82121	3547.428335	2820.144269	6470.498618	3646.284414	5062.142001	2631.374286	3173.012624	2834.816409
Q8NSV9	map1	2296.266554	3439.536774	2501.801011	2691.959355	3585.01937	3015.224596	3839.676038	2224.028705	1033.570483	759.9994271	1114.808492	1683.228619
Q8NSY0	Cgl0535	931.0582318	1414.662887	1106.955543	839.6879465	587.7795015	941.4789571	9198.248122	5124.965771	6652.42562	3901.790503	5063.20215	5177.354198
Q8NSY5	Cgl0530	1350.04404	1795.688985	1335.725807	2120.181759	2017.125036	2572.52788	5593.482513	5624.555105	5451.652011	5602.168522	5661.751219	5732.273337
Q8NSY6	fdhF	191.4705537	216.0892258	205.6356238	177.9652035	177.7286093	177.2513629	363.4874364	227.5915715	297.7911736	154.9160147	215.09456	304.1418118
Q8NSZ0	dkg	4510.180512	5119.380706	5317.997845	4154.160445	5751.807503	4682.165946	4830.798001	3549.470005	4245.076383	3069.005397	3152.865932	3302.457727
Q8NM27	Cgl2755	30990.33074	28115.85603	31470.97341	39949.02423	39160.50345	43801.6038	27804.44123	32611.83822	31625.76952	15460.38379	19041.30403	23190.51628
Q8NQ52	ribA	1798.315781	2163.126657	2103.223242	2351.255292	2632.692833	2531.889837	2341.658954	2263.210399	2876.006648	1142.913449	815.1590052	1339.953381
Q8NT63	Cgl0447	9303.846598	11504.8834	13179.7425	11523.96114	11784.25894	12417.23723	14774.58647	11293.44658	9351.243874	5911.75173	6622.782071	6529.476794
Q8NT76	Cgl0434	188.9453575	307.040501	242.4351617	292.1858	243.5149533	285.1510029	223.1635888	182.208599	318.4440088	79.44630115	265.8709239	199.7527712
Q8NT78	Cgl0432	879.4060838	1464.598738	1482.412724	1692.555347	1583.118645	1436.719519	2227.15385	1760.582601	1517.34608	1306.157951	1691.621471	1743.941664
Q8NTW1	Cgl0191	1511.871673	4819.905273	6659.411854	3289.646367	5349.451883	6499.804599	7626.158153	2384.798884	2994.345794	1584.640598	2282.509938	2310.504486
Q8NT85	Cgl0425	3737.277516	5668.231527	6183.145783	5772.239542	4734.953586	5282.131407	4843.515301	4021.303396	4909.716085	3503.319113	2574.783031	3727.679539
Q8NTA3	cgtR4	2519.42369	4182.218793	4432.811953	2065.732922	1404.529386	3753.013262	4408.318528	2588.381957	3773.875453	2932.948345	2451.279202	2912.189873
Q8NQZ9	ilvD	25902.56875	28524.32206	32015.91847	28036.1223	29372.33339	30231.84974	28617.50372	14175.98418	18913.23757	14794.62346	12122.68719	14382.59301
Q8NTB1	Cgl0396	52075.27652	56988.83339	65930.46381	60369.85817	67967.65437	75153.00765	84725.84378	48091.97889	60331.68902	40561.2317	36874.49001	43621.36382
Q8NTD0	Cgl0377	1199.991026	1786.708516	1444.416047	1724.518443	1711.48714	1161.834392	1761.054197	1270.262121	1273.874105	1075.908445	656.0643719	1270.644403
Q8NTD4	Cgl0373	23875.38833	34248.94814	28261.45651	24783.27072	25174.70787	33371.6936	59379.72769	47492.3373	43623.44148	36432.16385	34669.53243	39841.3215
Q8NTD6	sdhA	31591.2527	33566.19033	28068.87274	31480.50505	35851.58867	43342.63151	37605.23698	22782.38357	25414.75972	22412.92434	17212.30899	21668.70331
Q8NTD7	sdhCD	8609.005105	13621.78558	10851.53945	12779.93342	16498.2422	12706.5134	12091.12381	8176.872567	9242.331521	8498.77297	6392.819927	7726.398531
Q8NTE0	galU2	8265.598803	10598.51299	9313.76667	10961.84853	10444.6256	9271.202698	28618.88448	21499.54703	22403.66169	16420.26413	17520.80344	18467.57802
Q8NTE3	Cgl0364	1916.699351	2609.749675	2303.789704	2762.346643	2821.368598	3343.122815	3841.637119	2367.151672	3394.062736	1498.428466	1251.900696	1865.817072
Q8NTE4	Cgl0363	4835.262235	6177.783564	6363.19492	5848.656111	5421.634038	5687.291351	9184.875765	5333.446858	8231.452841	6317.825632	5094.205332	7162.435603
Q8NTE7	udgA1	3499.063617	4225.306	3347.607149	2191.978992	2045.663741	2767.45493	9211.62047	5138.663931	7800.115784	3483.172807	3050.858394	4677.372773
Q8NTF3	Cgl0354	1391.035214	1879.195028	1647.170446	1560.108367	1453.018939	1836.189182	2464.626199	2251.360017	2029.657735	1226.908384	1470.928887	1642.790092
Q8NTF7	Cgl0350	278.3737714	406.3483288	374.256054	375.573508	206.3263207	308.4106855	852.3888804	625.8892508	868.2958373	569.4909199	771.6513836	632.8561657
Q8NTF9	Cgl0348	4503.991952	6171.738377	5644.488024	7060.28723	6471.672642	6513.065682	13903.834	8783.233276	9765.35091	7687.461628	7561.040247	8364.172283
Q8NTG3	wzz	1402.067515	3765.813547	3411.746605	3603.258959	3123.271495	3837.984101	12837.90394	8718.529308	10854.29183	7399.77613	7983.430663	7529.056671
Q8NTG4	cmt1	8439.045555	11224.22499	11392.46452	10691.74313	10792.11088	13677.96709	24320.0314	16273.28693	17999.01952	13430.06678	14501.09117	14744.81278
Q8NTG7	Cgl0340	2267.300819	2996.5451	2143.268368	2837.802591	2528.787371	3281.063168	2740.621337	1494.036694	2255.89352	1045.448893	1476.47741	712.1580816
Q8NTH2	Cgl0335	7260.917646	10329.13245	9100.94324	9643.4709	8623.702317	9744.751297	10989.82861	6887.392019	7982.112274	6649.699404	6310.582067	7699.801091
Q8NTH3	rmlB1	199.0743985	255.0672269	235.0978623	261.2867256	243.5958214	325.1668297	323.6461129	221.3901153	310.1824779	187.1468048	324.06763	185.5914462
Q8NTH4	rmlCD	5753.453608	7776.0394	7427.310499	8365.604233	7508.910814	7610.880717	7605.356695	5300.709843	5770.490765	5573.166944	5300.871157	5694.232154
Q8NP09	Cgl2017	6189.33216	6620.256261	7009.482617	4266.999821	5178.750234	6341.17808	13797.844	8814.194541	9671.734682	6549.639485	8087.05657	7367.392362
Q8NTH6	adhC	9037.317266	9430.309789	9897.666996	8673.155116	7212.680244	4931.932749	8756.339915	5578.632936	6493.91595	5293.230721	6660.453909	6740.214448
Q8NTI0	Cgl0327	816.9780444	1105.931164	835.3489407	1099.644726	1188.497227	1224.510075	1432.412061	1202.658443	1340.027356	655.1910596	967.5379756	1167.534373
Q8NTI2	Cgl0325	230.3087958	349.6143447	228.2898892	298.9601856	346.4531563	229.2849587	663.7180677	424.9338377	671.7561345	320.0170563	348.7744804	447.2198676
Q8NTI4	rmlB2	2717.579854	2336.860389	2209.337666	1742.857135	2306.039819	2547.778646	6067.916116	3411.681877	3916.118605	3544.536552	3399.522631	4403.453394
Q8NTI6	Cgl0321	5112.170701	6366.711095	5139.548135	3587.61155	5003.781653	2138.023766	6623.110168	3030.426341	5394.822871	2950.706056	3209.88484	5057.052839
Q8NTJ8	topA	874.118212	1275.632139	897.0728061	1168.860369	1249.175521	1397.40723	1714.134044	996.7877009	1332.541777	996.3212554	918.7633176	1344.330213
Q8NTK9	Cgl0298	7743.627066	9861.128426	11855.95767	9027.725837	11127.7586	10422.05491	15481.72864	9411.752868	12142.51875	8027.459006	8943.544161	8289.202243
Q8NTL6	Cgl0290	623.3379101	861.9339268	883.8810219	968.4765301	773.6164564	976.5518886	834.6277866	504.7653142	636.6857331	344.0990652	509.3759432	502.0932069
Q8NTM4	Cgl0282	4440.595162	5067.129741	4251.586062	4935.635774	5163.084806	4807.190844	4203.569134	3180.234523	2894.054558	1960.89647	2325.622064	2539.18156
Q8NTQ1	katA	27717.67448	36108.82717	31475.70821	22936.43828	30615.80061	26676.82821	34908.81432	20226.49916	27138.55951	25120.35009	17822.79679	26821.12021
Q8NLJ4	Cgl2948	1342.458827	1952.740715	2172.893385	1734.487003	1798.431424	2183.452496	3282.089155	2170.277607	2023.192687	1548.171167	1810.925308	1584.175126
Q8NTR0	dnaZX	1037.480163	1460.171222	1208.139743	1218.127857	1173.265706	1458.877625	1263.330154	729.7849742	648.5481253	610.4904536	766.2704805	766.6514256
Q8NTR2	aspB	10764.11596	13306.16376	12865.75175	15364.83095	15719.70921	15690.91974	12586.90877	10262.45592	12083.66015	6680.25708	6900.65907	7707.740987
Q59280	argJ	549.1326335	953.6193396	614.5871905	2797.603686	3395.11199	3192.326808	2114.132065	3621.543474	5557.373948	945.2034607	527.3510865	1410.373127
P42450	aceB	1029.85258	2350.501105	1367.739849	2160.442325	7076.144761	14073.04895	188.8715837	185.3554985	156.4860232	798.6508629	765.0066195	1124.75816
Q8NTV2	Cgl0200	780.4097957	1109.683022	1077.34541	1136.287274	793.5743257	681.7438043	1437.911695	1086.449116	1232.120463	815.3601342	844.1530518	858.6124699
Q8NTW0	Cgl0192	4096.98482	4931.084618	4390.474569	4034.503083	4722.464677	3957.645653	4294.545913	3558.648877	3943.06687	1760.587055	2553.682378	2974.003963
Q8NTW2	Cgl0190	15054.4157	19179.26274	18356.41655	21344.28436	22128.90932	20630.25143	15715.69512	10750.0142	10823.36778	6636.422293	5340.10916	8342.805441
Q8NLV0	Cgl2836	5377.99956	7527.783747	9184.167676	4869.673105	4077.374148	5443.065458	33837.18802	15642.7025	20588.7525	64130.43792	45601.00328	63346.6162
Q8NTW6	Cgl0186	2323.456838	541.8959478	2381.164575	2872.123517	3512.2289	3300.936353	3068.235284	766.2010294	1401.049339	1268.039369	1462.866933	1451.923201
Q8NTW9	Cgl0183	6156.974087	7036.18593	8025.914356	4579.06485	6335.684449	5982.712257	6382.170044	4527.152446	4445.301596	5439.762196	5436.574341	5331.045598
Q8NTZ7	pepO	9028.807927	11399.81754	10942.85323	10122.53394	10831.8313	9283.895948	11214.95663	6535.861346	7408.226073	5631.308081	3921.756424	5650.961971
Q8NTZ8	Cgl0153	5085.624733	6513.484082	6383.207084	5691.344098	4859.137493	5468.176086	2056.33898	814.205031	891.5112819	601.9601323	555.1952321	927.3232852
Q8NU00	Cgl0151	2054.530369	1996.179451	1873.704796	2273.098208	1958.981077	2252.950873	2614.125577	2036.14311	2130.90455	1287.178855	678.5377288	1063.324479
Q8NRG3	tpx	5653.533883	7108.373087	6960.728537	28130.71794	33079.82845	31617.31828	9927.802476	15699.44101	9875.620511	4387.575154	4996.243191	5817.160609
Q8NU15	Cgl0136	3032.723154	3620.231481	3111.860508	3628.208302	3414.218965	3824.462302	8148.94286	4901.140074	6900.820494	3209.781445	3450.880417	4174.312761
Q8NU24	Cgl0125	3236.26772	4624.586222	3366.254381	2787.234171	3595.598017	4621.830234	2166.385157	765.8652621	1521.534588	683.8423555	1577.902775	1588.304628
Q8NU28	Cgl0121	1772.162053	2377.911458	2223.631984	2015.775614	2323.466628	2418.999005	2689.190665	1191.688663	2366.686051	1558.040773	1464.091085	1831.984293
Q8NU30	Cgl0119	2868.568515	3883.448454	3574.180756	3097.946902	1991.584087	3625.154443	5270.41636	2954.168231	3780.946273	1814.742503	2066.014992	2414.718516
Q8NU45	Cgl0102	395.9038573	774.6668093	592.9304147	734.3439444	872.3039438	865.7100715	1946.422466	1062.071691	1338.072881	1060.000685	1285.033685	1287.186813
Q8NU47	Cgl0100	5282.624099	7312.948019	6109.580134	4867.394481	4647.971692	5389.253232	5713.137444	3369.528917	4095.345641	2897.664217	1385.509827	3288.382924
Q8NU48	putA	621.1596253	898.6589395	542.7327291	524.58941	943.7655819	692.9909616	1646.672454	1224.329515	1415.907707	857.7322308	861.6134108	833.6149316
Q8NU52	amn	3228.244578	4381.30354	3684.766353	2881.241241	3483.413571	3274.323322	3058.670643	3003.230153	2239.092354	2188.077973	1587.239319	3012.476566
Q8NU54	Cgl0093	743.1433441	822.083394	827.2420305	1296.047601	1329.277461	1404.212619	347.2847892	178.4462324	137.4035985	284.9041348	587.858216	425.124161
Q8NU62	Cgl0078	2323.334118	3911.018805	3824.406924	5061.097925	3393.555092	6779.9026	8347.903474	3817.166842	5183.184569	6329.786536	6942.961613	7232.935025
Q8NU89	gabD3	3279.266231	3923.12748	4636.376082	3619.117702	4191.981986	5034.144691	4379.516185	1969.12207	2208.812022	2330.655946	1920.032081	2603.237646
Q8NU93	Cgl0046	1103.083319	1728.964814	1625.218305	1835.655041	1938.074099	2264.350122	2475.338063	1637.415108	1907.105936	1397.565656	1589.682119	1636.811328
Q8NU94	ppp	533.825546	484.5530172	687.0814749	537.9120448	360.2510333	206.6266561	731.4323225	439.9988785	570.4403978	565.8144584	920.1778619	664.5036362
Q8NU96	pbpA	293.0664784	767.1956235	470.2503582	852.4320063	857.0791191	1108.43873	1146.366407	642.648062	591.1577356	864.8800252	759.926954	651.8726805
Q8NUA7	Cgl0032	1918.428804	2689.599619	2675.761149	3875.218285	3054.666425	3950.467974	2902.155552	2146.383973	2476.792126	2176.089977	2291.570735	2620.978764
Q8NUA9	Cgl0030	772.9444132	265.6348922	684.7567058	1264.791071	1105.793472	1598.61422	530.1847275	441.1707907	341.5691467	651.5684111	197.2731035	137.0778569
Q8NUC6	gyrA	8253.740947	9726.908667	9279.631224	8941.730885	9384.691002	9256.907574	11451.93601	7804.279769	9537.227921	7201.792036	7783.206013	8377.384485
Q8NUD0	Cgl0009	28903.03448	33455.32462	35547.40185	31470.83523	31145.50945	37218.01665	36473.71627	25547.77957	26667.05134	22419.77368	21309.93633	23768.66475
Q8NUD3	gyrB	3641.514594	4979.776667	4541.976692	4381.660587	4516.71111	5121.968787	6161.530207	3954.794427	5818.543286	4535.086763	4433.737599	5275.630878
Q8NUD6	dnaN	9452.107002	11869.55049	11741.58457	10367.33506	10445.09315	8802.390597	13042.84529	7921.65203	9519.872263	8237.682636	7587.970627	9646.306241
Q9APY3	sod	42161.55389	51059.734	46442.90695	46765.86832	50843.18602	43761.25804	71298.55163	29631.22339	47388.57741	50794.88768	20924.72167	48660.17597
