cgl-id	Chr	Start	End	Strand	Length	AF1	AF2	AF3	AN1	AN2	AN3	CF1	CF2	CF3	CN1	CN2	CN3	cgl-id
Cgl0240	WT-3281083	256617	257897	+	1281	454	1156	1204	1814	2131	2209	491	300	290	146	117	113	Cgl0240
Cgl0241	WT-3281083	257981	258532	+	552	552	834	909	1227	1225	1376	1080	701	537	243	197	222	Cgl0241
Cgl0242	WT-3281083	258551	260878	+	2328	2487	4021	4169	6808	6586	6640	5293	3552	2914	1714	1700	1605	Cgl0242
Cgl0243	WT-3281083	260987	261298	+	312	434	466	570	515	550	437	602	335	337	202	156	129	Cgl0243
Cgl0244	WT-3281083	261402	262058	+	657	137	840	681	1795	1886	1746	326	267	251	128	108	92	Cgl0244
Cgl0245	WT-3281083	262543	263295	-	753	1316	2335	2328	3792	3606	4008	2087	1433	1109	1543	1678	1402	Cgl0245
Cgl0246	WT-3281083	263295	264566	-	1272	2200	3405	3729	5446	5152	5684	3478	2321	1993	2477	2652	2357	Cgl0246
Cgl0247	WT-3281083	264596	265678	-	1083	321	956	879	1611	1668	1725	946	675	572	415	297	291	Cgl0247
Cgl0248	WT-3281083	266151	268001	-	1851	857	1906	1817	3547	3469	3474	53267	36060	30493	32584	30467	26611	Cgl0248
Cgl0250	WT-3281083	268255	269124	-	870	126	274	300	484	606	662	316	220	231	161	186	133	Cgl0250
Cgl0251	WT-3281083	269371	270636	+	1266	4005	3438	4592	3924	3202	3918	12849	9446	7722	5042	5216	4347	Cgl0251
Cgl0252	WT-3281083	270660	271694	+	1035	5758	5069	6254	5457	4216	5284	18807	13019	10666	8409	8386	6970	Cgl0252
Cgl0253	WT-3281083	271761	273197	+	1437	44	346	394	517	685	884	72	46	51	24	12	18	Cgl0253
Cgl0254	WT-3281083	273539	274120	-	582	259	1133	965	2025	2214	2197	566	367	349	281	253	258	Cgl0254
Cgl0255	WT-3281083	274324	275874	+	1551	2566	2481	3208	3304	2965	2904	4108	2776	2765	1570	1355	1121	Cgl0255
Cgl0257	WT-3281083	276299	276754	-	456	47	151	151	179	248	233	61	61	38	26	38	28	Cgl0257
Cgl0258	WT-3281083	276829	277584	+	756	25	423	396	747	1009	979	72	47	41	16	15	18	Cgl0258
Cgl0259	WT-3281083	277581	277907	+	327	4	30	37	50	70	76	19	16	5	4	10	7	Cgl0259
Cgl0260	WT-3281083	275954	276247	-	294	33	191	169	324	335	368	56	32	12	20	16	27	Cgl0260
Cgl0260	WT-3281083	277984	278277	-	294	293	185	303	139	145	195	329	222	205	210	163	167	Cgl0260
Cgl0261	WT-3281083	278385	278834	-	450	20	55	52	74	87	120	77	42	46	38	50	25	Cgl0261
Cgl0261	WT-3281083	1594431	1594790	-	360	41	88	104	98	114	118	32	35	28	27	14	17	Cgl0261
Cgl0262	WT-3281083	278859	279896	+	1038	21	233	260	333	518	569	41	27	29	14	8	7	Cgl0262
Cgl0263	WT-3281083	279893	280282	+	390	16	113	127	199	269	273	28	10	8	3	0	3	Cgl0263
Cgl0264	WT-3281083	280346	280666	-	321	45	156	183	365	450	381	128	95	67	84	74	60	Cgl0264
Cgl0265	WT-3281083	280667	280939	-	273	48	52	72	83	70	84	188	131	137	163	143	130	Cgl0265
Cgl0266	WT-3281083	280946	281401	-	456	104	301	310	671	677	628	351	254	217	240	253	211	Cgl0266
Cgl0267	WT-3281083	281401	282933	-	1533	320	1131	1034	2194	2341	2244	1110	831	682	661	533	458	Cgl0267
Cgl0268	WT-3281083	282934	283317	-	384	82	353	306	671	665	723	128	74	71	54	41	31	Cgl0268
Cgl0269	WT-3281083	283314	286208	-	2895	734	2776	2553	5427	6122	5757	2020	1417	1193	806	745	658	Cgl0269
Cgl0270	WT-3281083	286382	287860	+	1479	162	1065	838	2060	2254	2275	468	300	242	252	212	254	Cgl0270
Cgl0271	WT-3281083	287963	288829	-	867	23	123	129	171	245	279	34	18	18	12	13	13	Cgl0271
Cgl0272	WT-3281083	289128	289796	-	669	116	602	515	1244	1395	1353	146	97	72	47	51	54	Cgl0272
Cgl0273	WT-3281083	289774	291243	-	1470	87	785	683	1437	1678	1688	84	58	60	32	37	25	Cgl0273
Cgl0274	WT-3281083	291800	292420	+	621	26	314	344	372	646	692	22	13	5	11	8	3	Cgl0274
Cgl0275	WT-3281083	291270	291617	-	348	36	70	77	61	79	112	52	27	29	23	30	42	Cgl0275
Cgl0276	WT-3281083	292594	293502	-	909	326	808	865	1469	1578	1459	991	599	515	424	475	485	Cgl0276
Cgl0277	WT-3281083	293539	293994	+	456	78	133	193	356	437	345	52	19	11	9	12	13	Cgl0277
Cgl0278	WT-3281083	294001	296388	-	2388	1053	1966	2158	3778	3862	3937	1692	1133	924	607	727	640	Cgl0278
Cgl0279	WT-3281083	297055	297405	+	351	555	737	820	938	871	957	471	319	299	173	128	152	Cgl0279
Cgl0281	WT-3281083	297631	297786	+	156	208	170	258	254	268	243	35	30	22	7	15	7	Cgl0281
Cgl0282	WT-3281083	297792	298253	+	462	133	645	582	915	1102	1155	146	70	74	44	25	27	Cgl0282
Cgl0283	WT-3281083	298329	299684	-	1356	76	929	743	1979	2295	2095	23	25	13	11	10	19	Cgl0283
Cgl0284	WT-3281083	299723	301255	-	1533	57	420	415	1058	1101	977	15	12	8	2	5	3	Cgl0284
Cgl0285	WT-3281083	301509	301976	-	468	208	257	308	332	374	416	223	160	140	137	147	138	Cgl0285
Cgl0286	WT-3281083	302167	303102	+	936	51	680	571	1215	1505	1525	49	43	31	19	7	9	Cgl0286
Cgl0287	WT-3281083	303133	304077	+	945	20	296	292	581	781	628	17	12	17	7	8	10	Cgl0287
Cgl0288	WT-3281083	304070	305266	+	1197	41	461	371	1069	1141	1067	22	16	8	7	6	5	Cgl0288
Cgl0289	WT-3281083	305288	305761	+	474	27	226	206	609	620	515	17	18	6	8	6	5	Cgl0289
Cgl0290	WT-3281083	305858	306703	+	846	1657	1315	1773	1551	1347	1538	2388	1548	1219	1150	1264	976	Cgl0290
Cgl0291	WT-3281083	306779	307462	-	684	3125	3124	4221	3833	3285	3649	6414	4350	3557	2877	2881	2739	Cgl0291
Cgl0292	WT-3281083	307724	307894	-	171	379	285	458	314	327	348	586	409	331	314	202	164	Cgl0292
Cgl0293	WT-3281083	307955	308737	+	783	173	494	456	1001	1172	1046	128	85	73	79	73	60	Cgl0293
Cgl0294	WT-3281083	308745	309305	+	561	206	673	657	1257	1411	1446	197	136	100	98	62	72	Cgl0294
Cgl0295	WT-3281083	309298	310041	+	744	279	1092	827	1835	2026	2025	441	267	242	160	159	151	Cgl0295
Cgl0297	WT-3281083	311896	312891	-	996	1571	2553	2692	3756	3351	3735	3870	2383	2118	2129	2324	2062	Cgl0297
Cgl0298	WT-3281083	312906	313457	-	552	1018	836	1242	1276	1112	1094	1514	966	935	708	564	501	Cgl0298
Cgl0299	WT-3281083	313622	314590	-	969	320	781	828	1615	1695	1770	564	344	323	307	269	240	Cgl0299
Cgl0300	WT-3281083	314944	316005	+	1062	32	839	646	1587	1848	1815	18	15	15	0	1	6	Cgl0300
Cgl0301	WT-3281083	316002	317135	+	1134	76	1032	819	2285	2258	2367	71	51	27	8	13	16	Cgl0301
Cgl0302	WT-3281083	317120	317896	+	777	37	566	465	1289	1408	1202	63	25	33	18	14	22	Cgl0302
Cgl0303	WT-3281083	317893	318468	+	576	104	233	229	531	595	554	77	60	45	68	71	63	Cgl0303
Cgl0304	WT-3281083	318492	318692	+	201	4	21	14	67	81	64	3	1	2	1	1	1	Cgl0304
Cgl0305	WT-3281083	318696	319016	+	321	20	235	190	542	520	488	21	13	5	20	17	9	Cgl0305
Cgl0306	WT-3281083	319039	319338	+	300	31	310	317	833	847	783	12	11	6	7	4	3	Cgl0306
Cgl0308	WT-3281083	322007	322210	+	204	2526	1903	2728	1375	1157	1372	2800	1613	1168	1344	955	914	Cgl0308
Cgl0309	WT-3281083	322910	325900	+	2991	1080	2825	2751	5883	5973	5629	1980	1186	1136	713	557	544	Cgl0309
Cgl0310	WT-3281083	325904	326617	+	714	78	503	439	1009	1095	1093	111	43	39	49	36	25	Cgl0310
Cgl0311	WT-3281083	326692	328218	-	1527	694	1905	1855	3303	3667	3577	826	517	342	320	341	275	Cgl0311
Cgl0312	WT-3281083	328283	329542	+	1260	600	1559	1568	2696	2875	2668	954	664	579	553	561	478	Cgl0312
Cgl0314	WT-3281083	329933	330379	+	447	146	213	223	212	274	283	228	119	107	71	47	41	Cgl0314
Cgl0315	WT-3281083	330973	331536	+	564	30	238	275	376	530	626	43	17	10	6	5	14	Cgl0315
Cgl0316	WT-3281083	331552	332436	+	885	27	810	641	1353	1660	1830	30	19	25	10	4	11	Cgl0316
Cgl0317	WT-3281083	332919	334565	+	1647	94	972	846	2283	2573	2108	55	25	15	9	13	8	Cgl0317
Cgl0318	WT-3281083	334516	334956	+	441	13	84	96	212	304	217	4	2	0	2	1	1	Cgl0318
Cgl0319	WT-3281083	335009	336115	+	1107	589	296	501	160	153	177	524	270	198	252	236	152	Cgl0319
Cgl0320	WT-3281083	336116	336751	+	636	642	453	605	222	280	270	729	400	350	349	324	249	Cgl0320
Cgl0321	WT-3281083	336781	337452	+	672	75	347	380	798	851	749	103	69	57	53	21	22	Cgl0321
Cgl0322	WT-3281083	337560	338771	+	1212	72	456	438	884	1134	1004	169	74	72	42	26	35	Cgl0322
Cgl0323	WT-3281083	338793	339728	+	936	646	970	1238	1633	1645	1675	3444	2223	1811	1796	1926	1726	Cgl0323
Cgl0324	WT-3281083	340192	340569	-	378	216	322	386	699	615	697	464	352	285	261	334	272	Cgl0324
Cgl0325	WT-3281083	340566	341276	-	711	310	804	824	1526	1600	1534	674	421	346	363	311	266	Cgl0325
Cgl0326	WT-3281083	341356	342378	+	1023	143	1409	1073	2704	2796	2967	173	121	146	84	119	91	Cgl0326
Cgl0327	WT-3281083	342417	343454	+	1038	720	916	1102	1620	1609	1539	1125	770	630	576	542	466	Cgl0327
Cgl0328	WT-3281083	343636	345720	+	2085	145	710	744	2019	2237	1817	185	127	97	110	98	97	Cgl0328
Cgl0329	WT-3281083	345811	345975	-	165	192	205	328	131	167	198	166	104	104	62	49	39	Cgl0329
Cgl0330	WT-3281083	346107	346460	-	354	430	464	658	478	392	591	460	283	259	313	308	234	Cgl0330
Cgl0331	WT-3281083	346958	348019	-	1062	3334	3045	4115	3478	3127	3317	4067	2511	2380	1979	1546	1678	Cgl0331
Cgl0332	WT-3281083	348095	348952	-	858	449	562	638	800	867	780	1180	776	575	310	277	260	Cgl0332
Cgl0333	WT-3281083	348949	350310	-	1362	1251	2531	2342	4344	4188	4606	3294	2214	1800	905	989	949	Cgl0333
Cgl0334	WT-3281083	350310	351329	-	1020	1312	1472	1922	2611	2117	3060	2837	1949	1439	1535	2075	1700	Cgl0334
Cgl0335	WT-3281083	351367	351948	-	582	336	542	543	950	947	1039	468	333	286	295	364	265	Cgl0335
Cgl0336	WT-3281083	352846	353640	+	795	59	163	224	217	323	351	16	19	6	9	8	10	Cgl0336
Cgl0337	WT-3281083	353746	354387	-	642	69	117	156	166	205	227	231	113	133	82	94	79	Cgl0337
Cgl0338	WT-3281083	354596	355846	-	1251	130	999	884	2041	2194	2262	191	146	113	39	31	45	Cgl0338
Cgl0339	WT-3281083	355846	357228	-	1383	887	2114	1878	3457	3597	3673	2062	1162	979	599	622	570	Cgl0339
Cgl0340	WT-3281083	357234	359354	-	2121	1103	2815	2743	4743	5110	5122	1231	792	606	493	380	423	Cgl0340
Cgl0341	WT-3281083	359759	360316	-	558	69	526	466	1131	1241	1116	382	251	256	131	174	138	Cgl0341
Cgl0342	WT-3281083	360811	361905	-	1095	262	471	526	696	684	946	682	448	328	321	317	307	Cgl0342
Cgl0343	WT-3281083	362054	363151	-	1098	2799	2932	3692	4369	3519	4677	13400	8681	7276	5004	5625	5000	Cgl0343
Cgl0344	WT-3281083	363824	365260	+	1437	763	1000	1159	1539	1516	1901	6134	3921	3305	2467	2785	2391	Cgl0344
Cgl0345	WT-3281083	365250	365855	+	606	100	129	115	185	160	231	1062	638	588	255	233	282	Cgl0345
Cgl0346	WT-3281083	365855	366841	+	987	326	417	498	413	513	615	2040	1239	1046	551	502	432	Cgl0346
Cgl0347	WT-3281083	366832	368646	+	1815	929	881	1136	884	1069	1313	5232	3532	3005	1720	1564	1493	Cgl0347
Cgl0348	WT-3281083	368647	369804	+	1158	831	528	817	525	497	590	2887	2198	1895	1267	877	797	Cgl0348
Cgl0349	WT-3281083	369794	370408	+	615	308	309	424	333	327	443	1152	893	657	730	647	519	Cgl0349
Cgl0350	WT-3281083	370613	371776	+	1164	346	448	558	472	481	635	483	386	305	270	233	197	Cgl0350
Cgl0351	WT-3281083	371929	373422	+	1494	237	443	509	396	603	870	358	292	189	153	89	153	Cgl0351
Cgl0352	WT-3281083	373500	374816	+	1317	1321	1299	1813	1332	1369	1566	1902	1330	1252	930	767	681	Cgl0352
Cgl0353	WT-3281083	374833	375840	+	1008	186	328	337	336	356	489	432	238	227	152	126	91	Cgl0353
Cgl0354	WT-3281083	375842	376879	+	1038	625	477	703	467	484	627	1068	680	559	485	350	330	Cgl0354
Cgl0356	WT-3281083	378141	378230	+	90	11	146	149	300	312	295	3	2	0	0	2	0	Cgl0356
Cgl0358	WT-3281083	378665	379720	-	1056	93	330	253	357	498	626	252	134	99	89	46	67	Cgl0358
Cgl0359	WT-3281083	379847	380842	-	996	438	614	720	687	691	1052	1297	831	632	767	747	630	Cgl0359
Cgl0360	WT-3281083	381948	383111	+	1164	942	864	1234	1199	947	1440	7078	4817	3795	1400	1700	1497	Cgl0360
Cgl0362	WT-3281083	383979	385190	-	1212	951	892	1165	939	857	1089	2709	1801	1478	856	887	847	Cgl0362
Cgl0363	WT-3281083	385371	386195	-	825	1365	1068	1670	1084	945	1258	2034	1172	1133	954	806	782	Cgl0363
Cgl0364	WT-3281083	386556	387203	+	648	847	780	1247	1079	1189	1450	1110	799	669	543	453	425	Cgl0364
Cgl0366	WT-3281083	387692	389101	+	1410	10985	7169	11576	6191	4783	5724	15885	10017	7525	5548	5516	4719	Cgl0366
Cgl0367	WT-3281083	389248	390171	+	924	352	429	606	458	567	723	1202	688	532	456	439	406	Cgl0367
Cgl0368	WT-3281083	390212	390733	+	522	36	183	196	399	396	449	44	33	27	12	9	12	Cgl0368
Cgl0369	WT-3281083	390784	392193	-	1410	191	2063	1567	4061	4267	3975	559	389	302	370	328	338	Cgl0369
Cgl0370	WT-3281083	392705	393478	+	774	27417	24877	32156	24088	19878	22717	46411	31862	25214	21095	22037	20188	Cgl0370
Cgl0371	WT-3281083	393495	395516	+	2022	67242	61307	74606	62489	50221	61409	110824	77386	57680	66647	68814	59027	Cgl0371
Cgl0372	WT-3281083	395516	396265	+	750	26446	24306	30196	25963	21050	25334	46526	32968	22759	33895	38809	31797	Cgl0372
Cgl0373	WT-3281083	396324	396653	+	330	4649	3410	5251	2854	2583	2469	6277	3958	3078	3518	3007	2958	Cgl0373
Cgl0374	WT-3281083	396672	396935	+	264	2	44	40	30	99	78	2	3	1	1	0	1	Cgl0374
Cgl0375	WT-3281083	397229	398206	-	978	285	1055	924	1827	1995	1952	475	340	260	265	239	248	Cgl0375
Cgl0376	WT-3281083	398248	399582	+	1335	401	1496	1296	2693	2947	3194	506	324	255	225	179	210	Cgl0376
Cgl0377	WT-3281083	399598	400020	+	423	451	404	529	416	393	414	806	515	413	327	366	265	Cgl0377
Cgl0378	WT-3281083	400051	400344	+	294	378	325	399	261	251	296	885	573	510	350	313	267	Cgl0378
Cgl0379	WT-3281083	400500	401153	+	654	18	70	74	95	144	144	62	38	38	21	21	22	Cgl0379
Cgl0380	WT-3281083	401150	402799	+	1650	84	346	436	919	1038	945	246	176	144	73	66	57	Cgl0380
Cgl0381	WT-3281083	402799	404433	+	1635	81	632	621	1551	1635	1422	169	122	86	77	62	57	Cgl0381
Cgl0382	WT-3281083	404505	405428	-	924	103	688	700	939	1438	1560	138	76	80	66	41	37	Cgl0382
Cgl0383	WT-3281083	405480	406148	+	669	32	696	569	1129	1417	1657	21	20	17	14	2	2	Cgl0383
Cgl0384	WT-3281083	406550	407419	+	870	45	972	834	1519	1956	2281	6	12	8	3	0	1	Cgl0384
Cgl0385	WT-3281083	407406	407708	-	303	299	391	397	883	670	809	776	479	401	563	630	615	Cgl0385
Cgl0386	WT-3281083	407708	409975	-	2268	636	2335	2121	5159	5104	4733	1918	1337	1093	1656	1854	1750	Cgl0386
Cgl0387	WT-3281083	410024	410476	-	453	16	149	156	317	381	395	1	5	1	2	0	1	Cgl0387
Cgl0388	WT-3281083	410707	412548	+	1842	363	1764	1490	3217	3608	3526	138	141	106	97	92	78	Cgl0388
Cgl0389	WT-3281083	412557	413636	+	1080	151	491	444	1313	1378	1113	37	39	23	20	20	9	Cgl0389
Cgl0390	WT-3281083	413637	414713	+	1077	319	1481	1294	2838	3171	3052	281	203	153	101	106	135	Cgl0390
Cgl0391	WT-3281083	414714	415529	+	816	47	461	436	1058	1229	1066	19	30	15	11	7	11	Cgl0391
Cgl0392	WT-3281083	415643	416602	+	960	40	366	344	826	969	829	25	16	2	4	8	8	Cgl0392
Cgl0393	WT-3281083	416603	417442	+	840	8	251	273	435	516	583	5	6	5	0	2	2	Cgl0393
Cgl0394	WT-3281083	417542	418354	-	813	519	610	763	960	820	1199	2666	1771	1294	886	1130	961	Cgl0394
Cgl0395	WT-3281083	418438	419253	-	816	577	1219	1172	2079	2106	2023	828	515	485	533	537	460	Cgl0395
Cgl0396	WT-3281083	419254	419757	-	504	2738	2894	3970	3506	2816	3448	4346	3087	2762	2434	2285	2117	Cgl0396
Cgl0397	WT-3281083	419782	420888	+	1107	460	1830	1545	3358	3444	3553	1223	876	701	459	506	527	Cgl0397
Cgl0398	WT-3281083	420881	421519	+	639	28	260	273	513	685	507	78	69	46	12	16	15	Cgl0398
Cgl0400	WT-3281083	422087	423793	-	1707	10746	9814	13404	9824	8809	9130	10223	6634	5954	6386	6179	5622	Cgl0400
Cgl0401	WT-3281083	423878	425134	+	1257	337	1059	967	1973	2195	2145	274	139	169	134	99	107	Cgl0401
Cgl0402	WT-3281083	425177	425923	+	747	14483	14943	17233	14955	11575	15264	20929	13839	11716	12505	13821	11143	Cgl0402
Cgl0403	WT-3281083	425934	427175	+	1242	5961	6653	7897	8352	7134	8629	12800	8202	6310	6389	7817	6780	Cgl0403
Cgl0404	WT-3281083	427172	427870	+	699	1007	1077	1454	1512	1584	1581	1854	1118	960	555	508	493	Cgl0404
Cgl0405	WT-3281083	428561	429442	+	882	19	557	476	711	1062	1066	63	42	37	16	8	6	Cgl0405
Cgl0406	WT-3281083	429435	432005	-	2571	1341	3404	3001	6330	6486	6367	2370	1718	1361	1633	1676	1534	Cgl0406
Cgl0407	WT-3281083	432123	433028	-	906	178	708	618	1305	1367	1427	313	240	184	128	120	101	Cgl0407
Cgl0408	WT-3281083	433083	433991	+	909	2597	2587	3048	3672	3081	3595	6082	3900	3276	3116	2991	2803	Cgl0408
Cgl0409	WT-3281083	434019	434825	+	807	269	910	696	1725	1801	1620	448	273	285	219	131	152	Cgl0409
Cgl0410	WT-3281083	434886	435698	+	813	2643	2523	3247	3187	2896	3052	3019	2040	1647	1565	1513	1229	Cgl0410
Cgl0411	WT-3281083	435949	436140	+	192	864	492	822	557	485	585	1507	897	607	614	603	649	Cgl0411
Cgl0413	WT-3281083	436463	436564	+	102	630	357	623	320	335	359	1220	801	818	351	237	273	Cgl0413
Cgl0415	WT-3281083	436977	438044	-	1068	658	1746	1512	3080	3082	3179	1068	797	670	716	747	681	Cgl0415
Cgl0417	WT-3281083	438558	439907	+	1350	291	963	933	1880	2146	2040	816	469	425	330	290	313	Cgl0417
Cgl0418	WT-3281083	439909	440817	+	909	930	1731	1726	3203	3036	3300	3549	2155	1887	1307	1338	1143	Cgl0418
Cgl0419	WT-3281083	441229	441594	+	366	134	257	286	508	505	569	127	83	50	57	70	39	Cgl0419
Cgl0420	WT-3281083	441598	442482	-	885	120	347	413	697	914	863	281	187	163	131	154	132	Cgl0420
Cgl0421	WT-3281083	442758	444161	+	1404	362	535	709	1109	1194	1092	205	169	109	105	79	79	Cgl0421
Cgl0422	WT-3281083	444185	446041	+	1857	148	1124	887	2197	2363	2433	64	47	37	23	16	26	Cgl0422
Cgl0423	WT-3281083	446087	446524	+	438	82	298	286	712	612	569	89	57	67	34	22	25	Cgl0423
Cgl0424	WT-3281083	446538	447389	+	852	422	1332	1141	2431	2477	2437	1045	715	568	358	401	367	Cgl0424
Cgl0425	WT-3281083	447395	447670	-	276	94	202	213	435	407	368	57	34	34	24	25	12	Cgl0425
Cgl0426	WT-3281083	448127	449179	-	1053	68	1113	938	2303	2630	2404	161	133	113	57	48	45	Cgl0426
Cgl0427	WT-3281083	449180	450826	-	1647	48	593	569	1210	1385	1318	166	132	112	69	61	69	Cgl0427
Cgl0428	WT-3281083	450834	451913	-	1080	58	391	359	806	926	901	392	301	241	181	184	154	Cgl0428
Cgl0429	WT-3281083	452580	454433	+	1854	473	1315	1335	2620	2704	2678	1495	887	810	460	387	325	Cgl0429
Cgl0430	WT-3281083	454459	454878	+	420	28	198	195	353	468	391	36	26	22	13	13	18	Cgl0430
Cgl0431	WT-3281083	454967	455986	+	1020	837	977	1297	1468	1695	1414	1115	794	611	544	473	410	Cgl0431
Cgl0432	WT-3281083	456016	456600	+	585	447	345	520	482	406	522	830	528	413	452	429	382	Cgl0432
Cgl0433	WT-3281083	456641	457153	+	513	245	235	252	233	254	257	407	269	191	157	159	206	Cgl0433
Cgl0434	WT-3281083	457267	459903	+	2637	1435	1820	2258	2926	3001	2950	2232	1372	1090	780	769	679	Cgl0434
Cgl0435	WT-3281083	459972	461096	+	1125	340	716	830	1233	1385	1545	712	355	293	209	194	167	Cgl0435
Cgl0436	WT-3281083	461112	462458	+	1347	289	1558	1360	2904	3169	3071	621	367	329	132	117	130	Cgl0436
Cgl0437	WT-3281083	462566	463870	+	1305	1491	2176	2188	3436	3217	3325	2784	1827	1437	988	929	801	Cgl0437
Cgl0438	WT-3281083	463867	464475	+	609	1437	1151	1461	1920	1530	1682	1747	1170	888	720	660	574	Cgl0438
Cgl0439	WT-3281083	464482	465105	+	624	1356	1139	1326	1545	1114	1567	2149	1492	1132	937	1061	876	Cgl0439
Cgl0440	WT-3281083	465106	465912	+	807	408	1043	896	1819	2060	1919	578	369	292	147	149	133	Cgl0440
Cgl0441	WT-3281083	465949	467574	+	1626	1763	2607	2587	3793	3698	4011	2384	1777	1390	636	665	619	Cgl0441
Cgl0442	WT-3281083	467648	468661	+	1014	2133	2232	2561	2653	2350	3024	2252	1418	1236	999	1048	932	Cgl0442
Cgl0443	WT-3281083	469430	470173	+	744	18	334	372	759	905	882	3	3	5	2	0	3	Cgl0443
Cgl0444	WT-3281083	470184	470657	+	474	3	100	107	269	322	303	2	0	2	0	0	1	Cgl0444
Cgl0445	WT-3281083	470654	471013	-	360	846	1005	1218	1074	896	1167	857	554	487	701	730	588	Cgl0445
Cgl0446	WT-3281083	471118	471420	-	303	395	402	562	387	337	430	272	206	234	180	176	154	Cgl0446
Cgl0447	WT-3281083	471515	471850	+	336	431	442	568	664	681	649	440	282	226	242	220	190	Cgl0447
Cgl0448	WT-3281083	471912	472808	-	897	208	1268	922	2254	2586	2518	182	168	130	96	96	86	Cgl0448
Cgl0449	WT-3281083	472948	473814	+	867	299	771	915	1659	1745	1713	263	155	130	174	112	116	Cgl0449
Cgl0450	WT-3281083	473811	474941	-	1131	67	198	296	537	600	541	86	73	46	45	56	36	Cgl0450
Cgl0451	WT-3281083	474994	475401	-	408	81	264	266	580	637	559	55	44	28	20	17	19	Cgl0451
Cgl0452	WT-3281083	475486	477048	-	1563	331	1058	1065	2158	2362	2307	183	91	82	64	54	58	Cgl0452
Cgl0453	WT-3281083	477045	477995	-	951	350	626	682	1144	1096	993	560	381	248	295	424	401	Cgl0453
Cgl0454	WT-3281083	478089	478889	-	801	104	209	279	374	447	496	249	196	128	171	159	174	Cgl0454
Cgl0455	WT-3281083	478986	479303	-	318	247	196	245	173	160	144	581	361	288	320	215	241	Cgl0455
Cgl0456	WT-3281083	479449	480201	-	753	63	156	205	407	473	351	62	64	52	35	31	32	Cgl0456
Cgl0457	WT-3281083	480205	480624	-	420	37	58	70	125	129	156	101	56	59	52	58	47	Cgl0457
Cgl0458	WT-3281083	480621	481001	-	381	43	147	201	370	449	408	151	95	91	75	92	99	Cgl0458
Cgl0459	WT-3281083	481128	481391	-	264	4	20	19	23	29	49	52	24	23	18	12	17	Cgl0459
Cgl0460	WT-3281083	481391	482776	-	1386	268	623	775	1300	1494	1388	1265	791	529	570	762	636	Cgl0460
Cgl0461	WT-3281083	483363	483587	-	225	59	93	100	88	127	157	86	43	40	40	32	43	Cgl0461
Cgl0463	WT-3281083	484103	485062	-	960	1606	2270	2552	3297	3229	3317	1596	982	810	796	784	854	Cgl0463
Cgl0464	WT-3281083	485384	485989	+	606	361	769	772	1184	1379	1365	436	269	229	245	248	208	Cgl0464
Cgl0465	WT-3281083	485074	485355	-	282	241	317	400	473	344	493	167	151	116	123	118	100	Cgl0465
Cgl0466	WT-3281083	486001	487017	+	1017	110	1238	923	2150	2352	2290	95	59	42	33	18	23	Cgl0466
Cgl0467	WT-3281083	487028	488659	+	1632	1178	1888	2039	3179	3180	3122	2063	1331	1009	846	988	808	Cgl0467
Cgl0468	WT-3281083	488660	489103	+	444	67	248	245	518	556	500	69	55	43	36	20	33	Cgl0468
Cgl0469	WT-3281083	489227	490450	+	1224	948	1223	1506	2067	2052	1996	1996	1253	1032	962	954	950	Cgl0469
Cgl0470	WT-3281083	490640	491941	+	1302	106	396	485	823	1026	973	199	106	132	90	93	68	Cgl0470
Cgl0471	WT-3281083	491966	492658	+	693	237	670	636	1325	1251	1326	459	252	262	145	161	164	Cgl0471
Cgl0472	WT-3281083	492642	493916	-	1275	178	1306	1122	2569	3106	2959	132	106	79	73	48	23	Cgl0472
Cgl0473	WT-3281083	494061	495113	+	1053	1715	2212	2673	3144	3014	3129	3771	2601	2319	2194	2212	1933	Cgl0473
Cgl0474	WT-3281083	496810	497145	+	336	145	203	229	262	325	486	190	113	124	49	31	29	Cgl0474
Cgl0475	WT-3281083	497374	498330	+	957	503	623	794	1078	1307	1177	388	195	194	164	117	127	Cgl0475
Cgl0476	WT-3281083	498598	499035	+	438	703	527	807	706	638	637	2636	1769	1380	905	859	738	Cgl0476
Cgl0477	WT-3281083	499162	499872	+	711	1111	940	1237	1474	1390	1331	3715	2570	1853	1412	1386	1106	Cgl0477
Cgl0478	WT-3281083	499922	501436	-	1515	303	1546	1402	3154	3330	3160	483	331	281	309	314	248	Cgl0478
Cgl0479	WT-3281083	501577	502923	+	1347	61	1888	1431	3505	3977	3962	40	41	40	10	7	6	Cgl0479
Cgl0480	WT-3281083	502925	504286	+	1362	63	924	704	2012	2145	1959	57	22	29	22	8	10	Cgl0480
Cgl0481	WT-3281083	504325	505572	+	1248	55	507	569	1296	1523	1228	62	40	29	24	17	31	Cgl0481
Cgl0482	WT-3281083	505698	507650	+	1953	597	1073	1149	1982	2053	2073	1467	959	836	1634	1440	1239	Cgl0482
Cgl0483	WT-3281083	507669	509084	+	1416	318	1152	1036	2253	2210	2212	481	320	242	224	228	252	Cgl0483
Cgl0484	WT-3281083	509094	509699	+	606	1169	1674	1762	2401	2274	2401	1166	757	603	872	885	760	Cgl0484
Cgl0485	WT-3281083	509998	510513	+	516	5338	4007	5510	3787	3113	3530	28845	18694	16918	14284	11891	10249	Cgl0485
